label,message
spam,Congratulations! You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Do this immediately.
spam,"Dear Customer, Get up to 90% off on all designer handbags! Download the secure attachment to view your invoice. Within 24 hours or your account is deleted."
spam,URGENT: Your Amazon account has been suspended due to suspicious activity. Shop now while stocks last! Visit http://secure-login-verify.com Act now!
ham,"Hello, I hope this email finds you well. Can we push the all-hands meeting to next week instead? Cheers,"
spam,Congratulations! Get up to 99% off on all weight loss gummies! Shop now while stocks last! Visit www.free-prize.info Act now!
spam,"URGENT: Get up to 85% off on all weight loss gummies! Log in at www.free-prize.info to secure your account. Hurry, offer ends {time}!"
spam,ATTENTION: Your package could not be delivered. Verify your identity immediately at http://update-your-billing.net to restore access. Limited time only.
spam,You have been selected to receive a luxury vacation to Hawaii. Click here to claim your reward: http://bit.ly/scam123 Act now!
spam,WARNING: Your package could not be delivered. Log in at http://secure-login-verify.com to secure your account. Limited time only.
ham,"Hi there, I have updated the design mockup with the latest figures. Best,"
ham,"Hello, Thanks for reaching out! Please find your receipt for the hotel reservation attached. Cheers,"
ham,"I hope this email finds you well. Can we push the all-hands meeting to Friday instead? Cheers,"
spam,ATTENTION: Your Amazon account has been suspended due to suspicious activity. Verify your identity immediately at www.free-prize.info to restore access. Limited time only.
ham,"Hope you are having a good week. Let's schedule a meeting for Monday morning to discuss the marketing campaign. Regards,"
spam,"Dear Customer, You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://claim-now.net Within 24 hours or your account is deleted."
ham,"Hope you are having a good week. Could you send me the link to the Q4 planning repository? Cheers,"
ham,"Dear Team, Following up on the previous thread. Please find your receipt for your recent software purchase attached. Best,"
spam,URGENT: You have been selected to receive a brand new iPhone 15. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Limited time only.
spam,Congratulations! Invest in the new crypto coin and turn $100 into $500 a day. Verify your identity immediately at www.free-prize.info to restore access. Act now!
spam,URGENT: Get up to 90% off on all rolex watches! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Act now!
ham,"Dear Team, Just checking in regarding our last conversation. I have updated the budget spreadsheet with the latest figures. Cheers,"
ham,"Dear Team, Following up on the previous thread. Could you clarify your notes on the presentation? Regards,"
spam,WARNING: You are the lucky winner of our daily giveaway! Log in at http://secure-login-verify.com to secure your account. Limited time only.
spam,Your package could not be delivered. Shop now while stocks last! Visit http://secure-login-verify.com Limited time only.
spam,"WARNING: We noticed a login attempt on your PayPal account. Shop now while stocks last! Visit http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"Hey! I have updated the budget spreadsheet with the latest figures. Best,"
spam,"ATTENTION: Make $10,000/week working from home starting in 24 hours! Verify your identity immediately at http://update-your-billing.net to restore access. Within 24 hours or your account is deleted."
ham,"Hello, Following up on the previous thread. Could you clarify your notes on the code review? Thanks,"
ham,"Hey! I hope this email finds you well. The Apollo migration is progressing well. We hit the milestone. Thanks,"
spam,URGENT: Get up to 85% off on all weight loss gummies! Verify your identity immediately at http://secure-login-verify.com to restore access. Within 24 hours or your account is deleted.
ham,"Here are the meeting minutes from our sync on Q4 planning. Regards,"
spam,"URGENT: Invest in the new crypto coin and turn $100 into $5,000. Reply to this email to find out how. Act now!"
spam,WARNING: Your Netflix subscription has been suspended due to suspicious activity. Shop now while stocks last! Visit http://claim-now.net Act now!
ham,"Hey! Please find your receipt for monthly subscription attached. Cheers,"
spam,ATTENTION: You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Act now!
spam,URGENT: Make thousands of dollars working from home starting today! Reply to this email to find out how. Within 24 hours or your account is deleted.
ham,"Hi everyone, Thanks for reaching out! Here are the meeting minutes from our sync on website redesign. Regards,"
spam,"Hey friend, Clearance sale! Massive discounts on software licenses. Shop now while stocks last! Visit http://claim-now.net Within 24 hours or your account is deleted."
ham,"Hi there, Hope you are having a good week. Are we still on for lunch at 2 PM? Cheers,"
spam,"Dear Customer, Your Crypto wallet has been suspended due to suspicious activity. Reply to this email to find out how. Limited time only."
spam,"Hey friend, You have been selected to receive a free iPad Pro. Log in at www.free-prize.info to secure your account. Hurry, offer ends {time}!"
ham,"Hey! Following up on the previous thread. I'll be out of office until EOD. Sincerely,"
spam,"Dear Customer, Clearance sale! Massive discounts on designer handbags. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Within 24 hours or your account is deleted."
ham,"Just checking in regarding our last conversation. Let's schedule a meeting for Friday to discuss the website redesign. Cheers,"
ham,"Hi everyone, Thanks for reaching out! I have updated the Q3 report with the latest figures. Talk soon,"
ham,"Hi there, I hope this email finds you well. I'll be out of office until 2 PM. Thanks,"
spam,WARNING: We noticed a login attempt on your Crypto wallet. Log in at http://update-your-billing.net to secure your account. Within 24 hours or your account is deleted.
spam,URGENT: You are the lucky winner of our daily giveaway! Log in at http://update-your-billing.net to secure your account. Within 24 hours or your account is deleted.
ham,"Hi there, Thanks for reaching out! Here are the meeting minutes from our sync on client pitch. Thanks,"
ham,"Hi there, I'm reviewing the Q3 report now and will send feedback soon. Talk soon,"
spam,Congratulations! Get up to 99% off on all enhancement pills! Shop now while stocks last! Visit http://secure-login-verify.com Limited time only.
spam,Congratulations! Your PayPal account has been suspended due to suspicious activity. Shop now while stocks last! Visit http://claim-now.net Within 24 hours or your account is deleted.
spam,URGENT: Your Crypto wallet has been suspended due to suspicious activity. Verify your identity immediately at http://update-your-billing.net to restore access. Do this immediately.
spam,"Dear Customer, You have been selected to receive a free iPad Pro. Log in at http://secure-login-verify.com to secure your account. Within 24 hours or your account is deleted."
spam,Your Apple ID has been suspended due to suspicious activity. Reply to this email to find out how. Do this immediately.
spam,URGENT: Get up to 70% off on all enhancement pills! Click here to claim your reward: http://bit.ly/scam123 Act now!
spam,ATTENTION: Your package could not be delivered. Verify your identity immediately at http://secure-login-verify.com to restore access. Act now!
ham,"Hi there, Can you review the attached design mockup by Monday morning? Regards,"
spam,Congratulations! Your package could not be delivered. Download the secure attachment to view your invoice. Within 24 hours or your account is deleted.
ham,"Hi everyone, Following up on the previous thread. Can you review the attached presentation by 2 PM? Cheers,"
ham,"Hi there, Following up on the previous thread. Do you have a few minutes to chat at Friday? Sincerely,"
ham,"Thanks for reaching out! Do you have a few minutes to chat at 10 AM? Cheers,"
spam,Congratulations! You have been selected to receive a brand new iPhone 15. Shop now while stocks last! Visit http://update-your-billing.net Act now!
ham,"Good morning, I hope this email finds you well. Do you have a few minutes to chat at Friday? Best,"
spam,Your Netflix subscription has been suspended due to suspicious activity. Click here to claim your reward: http://bit.ly/scam123 Act now!
spam,WARNING: We noticed a login attempt on your Amazon account. Reply to this email to find out how. Do this immediately.
ham,"Do you have a few minutes to chat at 2 PM? Cheers,"
ham,"Hi everyone, Thanks for reaching out! Can we push the design sprint to EOD instead? Best,"
spam,"Hey friend, Your Amazon account has been suspended due to suspicious activity. Log in at http://bit.ly/scam123 to secure your account. Hurry, offer ends {time}!"
ham,"Hope you are having a good week. Just a reminder that the all-hands meeting is happening at 2 PM. Best,"
ham,"Hi there, Following up on the previous thread. I have updated the design mockup with the latest figures. Thanks,"
spam,"Dear Customer, You have been selected to receive a Tesla Model S. Reply to this email to find out how. Do this immediately."
spam,Get up to 90% off on all weight loss gummies! Log in at http://claim-now.net to secure your account. Within 24 hours or your account is deleted.
ham,"Hi everyone, Thanks for reaching out! Here are the meeting minutes from our sync on website redesign. Thanks,"
spam,WARNING: You have been selected to receive a $5000 Amazon Gift Card. Verify your identity immediately at http://claim-now.net to restore access. Do this immediately.
ham,"Dear Team, I hope this email finds you well. Could you send me the link to the marketing campaign repository? Best,"
spam,"URGENT: Your package could not be delivered. Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Hurry, offer ends {time}!"
ham,"Hi there, Could you send me the link to the website redesign repository? Thanks,"
spam,You have been selected to receive a Tesla Model S. Download the secure attachment to view your invoice. Act now!
ham,"Hello, Following up on the previous thread. Can you review the attached Q3 report by Monday morning? Talk soon,"
ham,"Hi everyone, Thanks for reaching out! Please find your receipt for your flight booking attached. Regards,"
spam,"Dear Customer, We noticed a login attempt on your PayPal account. Reply to this email to find out how. Do this immediately."
spam,Get up to 70% off on all enhancement pills! Reply to this email to find out how. Act now!
ham,"Hi everyone, Just checking in regarding our last conversation. The client pitch is progressing well. We hit the milestone. Thanks,"
ham,"Hi there, I hope this email finds you well. Could you send me the link to the website redesign repository? Regards,"
ham,"Hello, Thanks for reaching out! Could you clarify your notes on the code review? Regards,"
ham,"Good morning, Just checking in regarding our last conversation. Can we push the client call to Monday morning instead? Sincerely,"
spam,"Hey friend, Invest in the new crypto coin and turn $100 into thousands of dollars. Shop now while stocks last! Visit http://bit.ly/scam123 Limited time only."
ham,"Dear Team, Just checking in regarding our last conversation. I'm reviewing the draft contract now and will send feedback soon. Best,"
ham,"Hey! Please find your receipt for the conference ticket attached. Cheers,"
spam,"Congratulations! Invest in the new crypto coin and turn $100 into thousands of dollars. Reply to this email to find out how. Hurry, offer ends {time}!"
spam,WARNING: Clearance sale! Massive discounts on designer handbags. Download the secure attachment to view your invoice. Within 24 hours or your account is deleted.
ham,"Good morning, Let's schedule a meeting for tomorrow to discuss the client pitch. Thanks,"
ham,"Hi everyone, Hope you are having a good week. Let's schedule a meeting for Friday to discuss the server upgrade. Sincerely,"
spam,You have been selected to receive a Tesla Model S. Shop now while stocks last! Visit http://claim-now.net Limited time only.
ham,"Thanks for reaching out! Do you have a few minutes to chat at 10 AM? Sincerely,"
ham,"Good morning, Could you clarify your notes on the draft contract? Talk soon,"
ham,"Hey! Just checking in regarding our last conversation. Could you clarify your notes on the design mockup? Best,"
ham,"Hello, Just checking in regarding our last conversation. Could you clarify your notes on the draft contract? Regards,"
spam,"Invest in the new crypto coin and turn $100 into $5,000. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Dear Team, Are we still on for lunch at 10 AM? Best,"
ham,"Hello, Following up on the previous thread. Do you have a few minutes to chat at Monday morning? Best,"
ham,"Good morning, I hope this email finds you well. Could you clarify your notes on the presentation? Best,"
spam,"Hey friend, Make thousands of dollars working from home starting tonight! Verify your identity immediately at http://claim-now.net to restore access. Hurry, offer ends {time}!"
ham,"Hi there, Here are the meeting minutes from our sync on client pitch. Best,"
ham,"Hey! I hope this email finds you well. Here are the meeting minutes from our sync on server upgrade. Regards,"
ham,"Hey! Following up on the previous thread. Are we still on for lunch at 2 PM? Sincerely,"
spam,"Hey friend, We noticed a login attempt on your Crypto wallet. Click here to claim your reward: http://claim-now.net Act now!"
spam,We noticed a login attempt on your Crypto wallet. Reply to this email to find out how. Act now!
ham,"Dear Team, Following up on the previous thread. Could you send me the link to the Q4 planning repository? Best,"
ham,"Hello, Hope you are having a good week. Please find your receipt for monthly subscription attached. Regards,"
ham,"Dear Team, Thanks for reaching out! Thanks for the update on the marketing campaign. Looks good. Sincerely,"
ham,"Just a reminder that the design sprint is happening at tomorrow. Sincerely,"
spam,WARNING: You are the lucky winner of our daily giveaway! Click here to claim your reward: http://secure-login-verify.com Do this immediately.
ham,"Just a reminder that the all-hands meeting is happening at 2 PM. Talk soon,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $5,000. Click here to claim your reward: http://update-your-billing.net Within 24 hours or your account is deleted."
spam,Congratulations! You have been selected to receive a $5000 Amazon Gift Card. Verify your identity immediately at http://claim-now.net to restore access. Limited time only.
ham,"Hi there, I hope this email finds you well. Could you send me the link to the Q4 planning repository? Cheers,"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Log in at http://secure-login-verify.com to secure your account. Within 24 hours or your account is deleted."
spam,URGENT: Clearance sale! Massive discounts on weight loss gummies. Shop now while stocks last! Visit http://secure-login-verify.com Within 24 hours or your account is deleted.
spam,You have been selected to receive a brand new iPhone 15. Verify your identity immediately at http://secure-login-verify.com to restore access. Act now!
spam,Invest in the new crypto coin and turn $100 into thousands of dollars. Reply to this email to find out how. Act now!
spam,"Make $10,000/week working from home starting immediately! Log in at www.free-prize.info to secure your account. Within 24 hours or your account is deleted."
spam,"Dear Customer, You have been selected to receive a free iPad Pro. Reply to this email to find out how. Act now!"
spam,"ATTENTION: Your package could not be delivered. Click here to claim your reward: http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Good morning, I hope this email finds you well. I have updated the draft contract with the latest figures. Thanks,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $500 a day. Verify your identity immediately at http://bit.ly/scam123 to restore access. Within 24 hours or your account is deleted."
spam,"URGENT: Make $10,000/week working from home starting tonight! Download the secure attachment to view your invoice. Within 24 hours or your account is deleted."
ham,"Hello, Hope you are having a good week. Just a reminder that the all-hands meeting is happening at 2 PM. Thanks,"
spam,"Congratulations! Make $10,000/week working from home starting tonight! Log in at www.free-prize.info to secure your account. Act now!"
spam,"Hey friend, Make $10,000/week working from home starting today! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Limited time only."
spam,WARNING: You are the lucky winner of our daily giveaway! Download the secure attachment to view your invoice. Limited time only.
spam,URGENT: We noticed a login attempt on your Crypto wallet. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Limited time only.
spam,"Congratulations! You are the lucky winner of our daily giveaway! Verify your identity immediately at http://secure-login-verify.com to restore access. Hurry, offer ends {time}!"
ham,"Dear Team, Hope you are having a good week. Could you send me the link to the Q4 planning repository? Regards,"
ham,"Good morning, Hope you are having a good week. Are we still on for lunch at EOD? Talk soon,"
ham,"Hey! Please find your receipt for your recent software purchase attached. Talk soon,"
spam,ATTENTION: You are the lucky winner of our daily giveaway! Click here to claim your reward: www.free-prize.info Within 24 hours or your account is deleted.
ham,"Do you have a few minutes to chat at next week? Regards,"
ham,"Good morning, I'll be out of office until noon. Sincerely,"
spam,"Congratulations! Get up to 50% off on all software licenses! Unsubscribe by clicking http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Hi everyone, Just checking in regarding our last conversation. Just a reminder that the all-hands meeting is happening at tomorrow. Cheers,"
ham,"Thanks for reaching out! Could you clarify your notes on the code review? Cheers,"
ham,"Dear Team, Hope you are having a good week. Just a reminder that the coffee chat is happening at Monday morning. Best,"
spam,"Congratulations! Your PayPal account has been suspended due to suspicious activity. Click here to claim your reward: http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Hi everyone, Thanks for reaching out! Could you clarify your notes on the invoice? Talk soon,"
spam,"Invest in the new crypto coin and turn $100 into $5,000. Verify your identity immediately at http://claim-now.net to restore access. Do this immediately."
ham,"Hi there, Let's schedule a meeting for 10 AM to discuss the marketing campaign. Sincerely,"
ham,"Hi everyone, Thanks for reaching out! The server upgrade is progressing well. We hit the milestone. Cheers,"
spam,You have been selected to receive a free iPad Pro. Download the secure attachment to view your invoice. Act now!
spam,Congratulations! Invest in the new crypto coin and turn $100 into thousands of dollars. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Act now!
ham,"I hope this email finds you well. Let's schedule a meeting for Monday morning to discuss the client pitch. Best,"
ham,"I hope this email finds you well. The marketing campaign is progressing well. We hit the milestone. Thanks,"
spam,Your Apple ID has been suspended due to suspicious activity. Click here to claim your reward: http://bit.ly/scam123 Act now!
ham,"Thanks for reaching out! Do you have a few minutes to chat at noon? Regards,"
ham,"Dear Team, Thanks for reaching out! Can we push the design sprint to noon instead? Cheers,"
ham,"Hi there, Just checking in regarding our last conversation. Here are the meeting minutes from our sync on Apollo migration. Cheers,"
spam,You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://claim-now.net to get your package. Within 24 hours or your account is deleted.
spam,"WARNING: You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at www.free-prize.info to get your package. Hurry, offer ends {time}!"
spam,"Dear Customer, Your Apple ID has been suspended due to suspicious activity. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Hurry, offer ends {time}!"
ham,"Dear Team, Hope you are having a good week. I have updated the code review with the latest figures. Regards,"
ham,"Hi everyone, Thanks for the update on the Apollo migration. Looks good. Sincerely,"
ham,"I hope this email finds you well. Let's schedule a meeting for Monday morning to discuss the Apollo migration. Thanks,"
spam,WARNING: Invest in the new crypto coin and turn $100 into thousands of dollars. Click here to claim your reward: http://secure-login-verify.com Within 24 hours or your account is deleted.
ham,"I hope this email finds you well. I'm reviewing the invoice now and will send feedback soon. Sincerely,"
spam,"Congratulations! Make $5,000 working from home starting in 24 hours! Log in at http://claim-now.net to secure your account. Act now!"
spam,WARNING: Get up to 70% off on all enhancement pills! Reply to this email to find out how. Act now!
ham,"Hey! Hope you are having a good week. Are we still on for lunch at next week? Sincerely,"
ham,"Hi there, Just checking in regarding our last conversation. Do you have a few minutes to chat at next week? Talk soon,"
ham,"Dear Team, Hope you are having a good week. Let's schedule a meeting for next week to discuss the Apollo migration. Talk soon,"
spam,"ATTENTION: Invest in the new crypto coin and turn $100 into $10,000/week. Verify your identity immediately at http://claim-now.net to restore access. Limited time only."
spam,WARNING: Your package could not be delivered. Click here to claim your reward: www.free-prize.info Within 24 hours or your account is deleted.
spam,"Congratulations! You have been selected to receive a Tesla Model S. Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Hurry, offer ends {time}!"
spam,"Congratulations! Make $10,000/week working from home starting today! Verify your identity immediately at http://claim-now.net to restore access. Do this immediately."
spam,Congratulations! Your PayPal account has been suspended due to suspicious activity. Log in at www.free-prize.info to secure your account. Do this immediately.
ham,"Hi everyone, Thanks for the update on the website redesign. Looks good. Cheers,"
spam,ATTENTION: We noticed a login attempt on your Amazon account. Log in at http://claim-now.net to secure your account. Limited time only.
ham,"Hello, Hope you are having a good week. Let's schedule a meeting for EOD to discuss the website redesign. Talk soon,"
spam,WARNING: You are the lucky winner of our daily giveaway! Verify your identity immediately at http://update-your-billing.net to restore access. Act now!
ham,"Hello, I'll be out of office until 2 PM. Cheers,"
ham,"Dear Team, Just checking in regarding our last conversation. Could you send me the link to the Apollo migration repository? Thanks,"
spam,Get up to 50% off on all enhancement pills! Log in at http://secure-login-verify.com to secure your account. Limited time only.
ham,"Hi there, Thanks for reaching out! I have updated the design mockup with the latest figures. Best,"
spam,We noticed a login attempt on your Bank of America account. Click here to claim your reward: http://claim-now.net Within 24 hours or your account is deleted.
ham,"Good morning, Just checking in regarding our last conversation. Please find your receipt for your recent software purchase attached. Regards,"
ham,"Hey! Following up on the previous thread. I'll be out of office until next week. Thanks,"
spam,"Invest in the new crypto coin and turn $100 into thousands of dollars. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hi there, I hope this email finds you well. Could you clarify your notes on the invoice? Sincerely,"
spam,WARNING: We noticed a login attempt on your Netflix subscription. Verify your identity immediately at www.free-prize.info to restore access. Limited time only.
spam,"Hey friend, We noticed a login attempt on your Amazon account. Download the secure attachment to view your invoice. Within 24 hours or your account is deleted."
ham,"Hi everyone, Hope you are having a good week. Could you clarify your notes on the invoice? Regards,"
ham,"Hello, I hope this email finds you well. Can you review the attached invoice by Friday? Talk soon,"
ham,"Hi there, Following up on the previous thread. Could you clarify your notes on the invoice? Sincerely,"
ham,"Good morning, Thanks for reaching out! I'll be out of office until next week. Talk soon,"
ham,"Good morning, Here are the meeting minutes from our sync on marketing campaign. Cheers,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $5,000. Reply to this email to find out how. Act now!"
spam,"We noticed a login attempt on your Amazon account. Click here to claim your reward: http://secure-login-verify.com Hurry, offer ends {time}!"
spam,"Hey friend, Your Apple ID has been suspended due to suspicious activity. Reply to this email to find out how. Hurry, offer ends {time}!"
spam,"URGENT: You are the lucky winner of our daily giveaway! Unsubscribe by clicking http://update-your-billing.net Hurry, offer ends {time}!"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Unsubscribe by clicking http://update-your-billing.net Limited time only."
spam,ATTENTION: We noticed a login attempt on your Bank of America account. Unsubscribe by clicking http://update-your-billing.net Within 24 hours or your account is deleted.
ham,"Hello, I hope this email finds you well. Thanks for the update on the Q4 planning. Looks good. Best,"
ham,"Good morning, The client pitch is progressing well. We hit the milestone. Talk soon,"
spam,We noticed a login attempt on your PayPal account. Shop now while stocks last! Visit http://secure-login-verify.com Act now!
spam,"Hey friend, Make $500 a day working from home starting today! Shop now while stocks last! Visit http://secure-login-verify.com Act now!"
ham,"Hello, Just checking in regarding our last conversation. The Q4 planning is progressing well. We hit the milestone. Regards,"
spam,URGENT: You have been selected to receive a Tesla Model S. Unsubscribe by clicking http://update-your-billing.net Limited time only.
ham,"Good morning, I'm reviewing the design mockup now and will send feedback soon. Sincerely,"
ham,"Dear Team, Thanks for reaching out! Thanks for the update on the client pitch. Looks good. Cheers,"
spam,URGENT: Your Apple ID has been suspended due to suspicious activity. Shop now while stocks last! Visit http://update-your-billing.net Do this immediately.
spam,WARNING: Your Bank of America account has been suspended due to suspicious activity. Reply to this email to find out how. Limited time only.
ham,"Hi everyone, Hope you are having a good week. I'm reviewing the design mockup now and will send feedback soon. Best,"
ham,"Hi everyone, Following up on the previous thread. Could you send me the link to the Q4 planning repository? Sincerely,"
spam,"Dear Customer, Your Netflix subscription has been suspended due to suspicious activity. Unsubscribe by clicking http://update-your-billing.net Within 24 hours or your account is deleted."
spam,"ATTENTION: We noticed a login attempt on your Amazon account. Log in at www.free-prize.info to secure your account. Hurry, offer ends {time}!"
spam,"WARNING: Invest in the new crypto coin and turn $100 into $10,000/week. Unsubscribe by clicking http://update-your-billing.net Act now!"
ham,"Hi there, Hope you are having a good week. Thanks for the update on the server upgrade. Looks good. Regards,"
spam,Clearance sale! Massive discounts on enhancement pills. Verify your identity immediately at http://bit.ly/scam123 to restore access. Act now!
ham,"Thanks for reaching out! I'm reviewing the code review now and will send feedback soon. Thanks,"
spam,"Dear Customer, Get up to 90% off on all designer handbags! Log in at http://secure-login-verify.com to secure your account. Limited time only."
ham,"Hello, I hope this email finds you well. Let's schedule a meeting for 10 AM to discuss the marketing campaign. Thanks,"
ham,"Hi everyone, Could you send me the link to the Apollo migration repository? Best,"
spam,"Dear Customer, You have been selected to receive a $5000 Amazon Gift Card. Unsubscribe by clicking http://bit.ly/scam123 Limited time only."
spam,"Clearance sale! Massive discounts on electronics. Log in at http://bit.ly/scam123 to secure your account. Hurry, offer ends {time}!"
ham,"Hi there, Thanks for reaching out! I'll be out of office until Monday morning. Sincerely,"
ham,"Dear Team, Following up on the previous thread. I have updated the invoice with the latest figures. Talk soon,"
ham,"Thanks for reaching out! I'll be out of office until Friday. Thanks,"
ham,"Good morning, Following up on the previous thread. Just a reminder that the team building is happening at Monday morning. Talk soon,"
ham,"Hi there, Thanks for reaching out! Please find your receipt for monthly subscription attached. Sincerely,"
spam,"Hey friend, We noticed a login attempt on your Apple ID. Download the secure attachment to view your invoice. Do this immediately."
spam,WARNING: Make thousands of dollars working from home starting immediately! Log in at http://claim-now.net to secure your account. Act now!
ham,"Hi everyone, I hope this email finds you well. Let's schedule a meeting for EOD to discuss the website redesign. Best,"
ham,"Hi there, I hope this email finds you well. Can we push the team building to EOD instead? Sincerely,"
spam,URGENT: You have been selected to receive a free iPad Pro. Click here to claim your reward: http://update-your-billing.net Limited time only.
spam,URGENT: Your PayPal account has been suspended due to suspicious activity. Click here to claim your reward: http://update-your-billing.net Act now!
ham,"Thanks for reaching out! I'll be out of office until next week. Regards,"
ham,"Hi there, Thanks for reaching out! Could you clarify your notes on the Q3 report? Sincerely,"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Log in at http://claim-now.net to secure your account. Limited time only."
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $10,000/week. Unsubscribe by clicking http://claim-now.net Limited time only."
spam,"Dear Customer, Make thousands of dollars working from home starting tonight! Click here to claim your reward: www.free-prize.info Act now!"
spam,WARNING: Clearance sale! Massive discounts on electronics. Click here to claim your reward: www.free-prize.info Limited time only.
spam,"Dear Customer, Clearance sale! Massive discounts on software licenses. Shop now while stocks last! Visit http://claim-now.net Limited time only."
ham,"Dear Team, I hope this email finds you well. Can you review the attached invoice by 2 PM? Regards,"
ham,"Good morning, I hope this email finds you well. I'm reviewing the invoice now and will send feedback soon. Talk soon,"
ham,"Good morning, Just checking in regarding our last conversation. The Q4 planning is progressing well. We hit the milestone. Best,"
ham,"Following up on the previous thread. Could you send me the link to the website redesign repository? Regards,"
spam,Your package could not be delivered. Reply to this email to find out how. Act now!
spam,"Hey friend, We noticed a login attempt on your Crypto wallet. Download the secure attachment to view your invoice. Do this immediately."
ham,"I'll be out of office until EOD. Best,"
ham,"Hey! Thanks for reaching out! Could you send me the link to the Apollo migration repository? Cheers,"
spam,"Make $5,000 working from home starting tonight! Click here to claim your reward: http://bit.ly/scam123 Act now!"
spam,"ATTENTION: We noticed a login attempt on your Bank of America account. Shop now while stocks last! Visit http://secure-login-verify.com Hurry, offer ends {time}!"
spam,"ATTENTION: Your package could not be delivered. Log in at http://bit.ly/scam123 to secure your account. Hurry, offer ends {time}!"
spam,"Dear Customer, Get up to 70% off on all enhancement pills! Verify your identity immediately at http://claim-now.net to restore access. Act now!"
ham,"Dear Team, Can you review the attached Q3 report by next week? Cheers,"
ham,"Hi there, Following up on the previous thread. Could you send me the link to the website redesign repository? Sincerely,"
ham,"Hello, Following up on the previous thread. Can you review the attached Q3 report by Friday? Talk soon,"
ham,"Hello, Just checking in regarding our last conversation. Could you clarify your notes on the draft contract? Cheers,"
ham,"Dear Team, Following up on the previous thread. Could you clarify your notes on the draft contract? Thanks,"
spam,ATTENTION: Clearance sale! Massive discounts on designer handbags. Verify your identity immediately at www.free-prize.info to restore access. Act now!
ham,"Good morning, Just checking in regarding our last conversation. The marketing campaign is progressing well. We hit the milestone. Regards,"
spam,ATTENTION: Make $500 a day working from home starting in 24 hours! Unsubscribe by clicking www.free-prize.info Limited time only.
ham,"Hello, Just checking in regarding our last conversation. Do you have a few minutes to chat at Monday morning? Cheers,"
ham,"Hi everyone, Just checking in regarding our last conversation. Please find your receipt for your flight booking attached. Regards,"
ham,"Dear Team, Just checking in regarding our last conversation. Are we still on for lunch at Monday morning? Talk soon,"
ham,"Hope you are having a good week. Do you have a few minutes to chat at tomorrow? Sincerely,"
ham,"Hi everyone, Just checking in regarding our last conversation. I have updated the code review with the latest figures. Regards,"
ham,"Thanks for reaching out! Please find your receipt for the conference ticket attached. Cheers,"
ham,"Hey! Hope you are having a good week. I have updated the Q3 report with the latest figures. Cheers,"
ham,"Hello, Thanks for reaching out! Can we push the design sprint to 10 AM instead? Sincerely,"
spam,"Hey friend, You have been selected to receive a brand new iPhone 15. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Act now!"
ham,"Hi there, Following up on the previous thread. Can you review the attached budget spreadsheet by Friday? Best,"
spam,We noticed a login attempt on your Bank of America account. Verify your identity immediately at http://bit.ly/scam123 to restore access. Do this immediately.
spam,"Hey friend, Invest in the new crypto coin and turn $100 into $10,000/week. Unsubscribe by clicking www.free-prize.info Limited time only."
ham,"Hi everyone, Just checking in regarding our last conversation. Are we still on for lunch at next week? Regards,"
ham,"Hope you are having a good week. Please find your receipt for your flight booking attached. Best,"
ham,"Good morning, Thanks for reaching out! Thanks for the update on the client pitch. Looks good. Cheers,"
spam,ATTENTION: You are the lucky winner of our daily giveaway! Log in at http://secure-login-verify.com to secure your account. Within 24 hours or your account is deleted.
ham,"Hi there, I hope this email finds you well. I have updated the budget spreadsheet with the latest figures. Regards,"
ham,"Just checking in regarding our last conversation. I'll be out of office until noon. Regards,"
ham,"Hey! I hope this email finds you well. Can we push the deployment to Monday morning instead? Cheers,"
ham,"Hi there, I hope this email finds you well. I'm reviewing the invoice now and will send feedback soon. Cheers,"
spam,URGENT: Clearance sale! Massive discounts on rolex watches. Reply to this email to find out how. Do this immediately.
